gene,symbol,p.value,adj.p
ENSG00000229975,LIPT1P1,0.38560678,0.933386817
ENSG00000178722,C5orf64,0.385711853,0.933386817
ENSG00000146463,ZMYM4,0.385810381,0.933386817
ENSG00000132640,BTBD3,0.385819346,0.933386817
ENSG00000267002,.,0.385823278,0.933386817
ENSG00000135638,EMX1,0.385839425,0.933386817
ENSG00000060718,COL11A1,0.385842082,0.933386817
ENSG00000102178,UBL4A,0.385944782,0.933386817
ENSG00000101856,PGRMC1,0.385949378,0.933386817
ENSG00000067445,TRO,0.385949887,0.933386817
ENSG00000010165,METTL13,0.386019945,0.933386817
ENSG00000174943,KCTD13,0.386031317,0.933386817
ENSG00000163877,SNIP1,0.386065576,0.933386817
ENSG00000214765,SEPT7P2,0.386124511,0.933386817
ENSG00000197102,DYNC1H1,0.386134642,0.933386817
ENSG00000152795,HNRPDL,0.386150132,0.933386817
ENSG00000197779,ZNF81,0.386204394,0.933386817
ENSG00000003436,TFPI,0.386231331,0.933386817
ENSG00000124228,DDX27,0.386272624,0.933386817
ENSG00000196776,CD47,0.386286471,0.933386817
ENSG00000113758,DBN1,0.386398207,0.933386817
ENSG00000108349,CASC3,0.386402234,0.933386817
ENSG00000107404,DVL1,0.386415209,0.933386817
ENSG00000165646,SLC18A2,0.386503754,0.933463404
ENSG00000198015,MRPL42,0.386710671,0.933581907
ENSG00000198883,PNMA5,0.38671521,0.933581907
ENSG00000174791,RIN1,0.386723358,0.933581907
ENSG00000162669,HFM1,0.386854832,0.933762038
ENSG00000187498,COL4A1,0.387036742,0.934063838
ENSG00000102030,NAA10,0.387243841,0.934264555
ENSG00000160803,UBQLN4,0.387250544,0.934264555
ENSG00000108528,SLC25A11,0.387299328,0.934264555
ENSG00000162650,ATXN7L2,0.387381633,0.934264555
ENSG00000165868,HSPA12A,0.387429981,0.934264555
ENSG00000248540,.,0.387461236,0.934264555
ENSG00000167136,ENDOG,0.387803477,0.934500484
ENSG00000174374,WBSCR16,0.387803963,0.934500484
ENSG00000256616,.,0.387859777,0.934500484
ENSG00000177951,BET1L,0.387878536,0.934500484
ENSG00000132688,NES,0.387898689,0.934500484
ENSG00000175701,LINC00116,0.388020174,0.934500484
ENSG00000185883,ATP6V0C,0.388038082,0.934500484
ENSG00000126249,PDCD2L,0.388046952,0.934500484
ENSG00000134242,PTPN22,0.388128783,0.934500484
ENSG00000266910,.,0.388143977,0.934500484
ENSG00000013503,POLR3B,0.388188419,0.934500484
ENSG00000158220,ESYT3,0.388241905,0.934500484
ENSG00000257060,.,0.388525247,0.935045447
ENSG00000110536,PTPMT1,0.388875336,0.935647302
ENSG00000225470,JPX,0.388957079,0.935647302
ENSG00000204136,GGTA1P,0.389120401,0.935647302
ENSG00000081138,CDH7,0.389159004,0.935647302
ENSG00000128654,MTX2,0.389226636,0.935647302
ENSG00000183117,CSMD1,0.389375125,0.935647302
ENSG00000189180,ZNF33A,0.389436529,0.935647302
ENSG00000173681,CXorf23,0.38945122,0.935647302
ENSG00000087116,ADAMTS2,0.38948694,0.935647302
ENSG00000124120,TTPAL,0.389524121,0.935647302
ENSG00000005206,SPPL2B,0.389531098,0.935647302
ENSG00000215256,DHRS4-AS1,0.389642839,0.935647302
ENSG00000115368,WDR75,0.389679248,0.935647302
ENSG00000168016,TRANK1,0.389700365,0.935647302
ENSG00000104888,SLC17A7,0.389793349,0.935647302
ENSG00000213445,SIPA1,0.389794352,0.935647302
ENSG00000154734,ADAMTS1,0.38983432,0.935647302
ENSG00000265150,RN7SL2,0.389933507,0.935647302
ENSG00000131943,C19orf12,0.390022368,0.935647302
ENSG00000162408,NOL9,0.390246956,0.935647302
ENSG00000268230,.,0.390252863,0.935647302
ENSG00000105402,NAPA,0.39026586,0.935647302
ENSG00000243175,.,0.390267289,0.935647302
ENSG00000214021,TTLL3,0.390300747,0.935647302
ENSG00000198818,SFT2D1,0.390347353,0.935647302
ENSG00000223547,ZNF844,0.390388452,0.935647302
ENSG00000266918,.,0.390424835,0.935647302
ENSG00000185507,IRF7,0.390477833,0.935647302
ENSG00000229729,.,0.390515325,0.935647302
ENSG00000095587,TLL2,0.390620594,0.935647302
ENSG00000078795,PKD2L2,0.390676321,0.935647302
ENSG00000143442,POGZ,0.390684998,0.935647302
ENSG00000149548,CCDC15,0.390713692,0.935647302
ENSG00000121749,TBC1D15,0.390732147,0.935647302
ENSG00000100348,TXN2,0.390769338,0.935647302
ENSG00000148143,ZNF462,0.391118152,0.936199392
ENSG00000108771,DHX58,0.391201075,0.936199392
ENSG00000132498,ANKRD20A3,0.391265679,0.936199392
ENSG00000179476,C14orf28,0.391374422,0.936199392
ENSG00000135966,TGFBRAP1,0.39138441,0.936199392
ENSG00000248522,SBF1P1,0.39142879,0.936199392
ENSG00000188227,ZNF793,0.39144811,0.936199392
ENSG00000134851,TMEM165,0.391504753,0.936199392
ENSG00000149289,ZC3H12C,0.391575911,0.936199392
ENSG00000109919,MTCH2,0.391696277,0.936199392
ENSG00000158186,MRAS,0.391728877,0.936199392
ENSG00000148297,MED22,0.391745976,0.936199392
ENSG00000153157,SYCP2L,0.391747885,0.936199392
ENSG00000058453,CROCC,0.391797992,0.936199392
ENSG00000121671,CRY2,0.391968855,0.93644186
ENSG00000161929,SCIMP,0.392060493,0.93644186
ENSG00000071553,ATP6AP1,0.392070525,0.93644186
ENSG00000250371,.,0.39240859,0.936716943
ENSG00000140006,WDR89,0.39244649,0.936716943
ENSG00000189184,PCDH18,0.392523414,0.936716943
ENSG00000154262,ABCA6,0.392642529,0.936716943
ENSG00000249715,FER1L5,0.392658803,0.936716943
ENSG00000111816,FRK,0.392708015,0.936716943
ENSG00000144736,SHQ1,0.39274947,0.936716943
ENSG00000174839,DENND6A,0.392805802,0.936716943
ENSG00000150938,CRIM1,0.392830987,0.936716943
ENSG00000125686,MED1,0.392895805,0.936716943
ENSG00000188603,CLN3,0.39292381,0.936716943
ENSG00000147416,ATP6V1B2,0.392985737,0.936716943
ENSG00000148840,PPRC1,0.393027744,0.936716943
ENSG00000179912,R3HDM2,0.393066526,0.936716943
ENSG00000104904,OAZ1,0.393342454,0.936716943
ENSG00000071967,CYBRD1,0.393353655,0.936716943
ENSG00000132840,BHMT2,0.393433766,0.936716943
ENSG00000167377,ZNF23,0.393471438,0.936716943
ENSG00000134058,CDK7,0.393478751,0.936716943
ENSG00000104833,TUBB4A,0.393548534,0.936716943
ENSG00000166295,ANAPC16,0.393721486,0.936716943
ENSG00000139988,RDH12,0.393792368,0.936716943
ENSG00000164002,EXO5,0.39380927,0.936716943
ENSG00000226017,PRICKLE2-AS3,0.39382451,0.936716943
ENSG00000100519,PSMC6,0.393840904,0.936716943
ENSG00000215146,.,0.393946071,0.936716943
ENSG00000184557,SOCS3,0.394029884,0.936716943
ENSG00000105143,SLC1A6,0.39404015,0.936716943
ENSG00000145242,EPHA5,0.394051688,0.936716943
ENSG00000123453,SARDH,0.394094806,0.936716943
ENSG00000100023,PPIL2,0.394174836,0.936716943
ENSG00000170074,FAM153A,0.394200502,0.936716943
ENSG00000139182,CLSTN3,0.394233652,0.936716943
ENSG00000244560,.,0.394239734,0.936716943
ENSG00000099260,PALMD,0.39424337,0.936716943
ENSG00000160789,LMNA,0.394286492,0.936716943
ENSG00000180336,C17orf104,0.394368262,0.936716943
ENSG00000251474,RPL32P3,0.394461604,0.936716943
ENSG00000143756,FBXO28,0.394510099,0.936716943
ENSG00000132963,POMP,0.394522882,0.936716943
ENSG00000171084,FAM86JP,0.394536062,0.936716943
ENSG00000127955,GNAI1,0.394641955,0.936716943
ENSG00000227733,.,0.394723608,0.936716943
ENSG00000160055,TMEM234,0.394732276,0.936716943
ENSG00000099219,ERMP1,0.394752357,0.936716943
ENSG00000163596,ICA1L,0.39497449,0.937077408
ENSG00000076864,RAP1GAP,0.395051096,0.937077408
ENSG00000111863,ADTRP,0.395113408,0.937077408
ENSG00000105643,ARRDC2,0.39516798,0.937077408
ENSG00000177946,CENPBD1,0.395189559,0.937077408
ENSG00000165802,NELF,0.395266146,0.937092809
ENSG00000226026,.,0.395311928,0.937092809
ENSG00000172339,ALG14,0.395510075,0.937092809
ENSG00000111671,SPSB2,0.395600134,0.937092809
ENSG00000141098,GFOD2,0.395616406,0.937092809
ENSG00000184678,HIST2H2BE,0.39565554,0.937092809
ENSG00000172845,SP3,0.395670669,0.937092809
ENSG00000117643,MAN1C1,0.395703369,0.937092809
ENSG00000161267,BDH1,0.395709592,0.937092809
ENSG00000168036,CTNNB1,0.39593351,0.937240988
ENSG00000164303,ENPP6,0.3959472,0.937240988
ENSG00000168395,ING5,0.395999988,0.937240988
ENSG00000198920,KIAA0753,0.396034516,0.937240988
ENSG00000261658,.,0.396153618,0.937240988
ENSG00000075340,ADD2,0.396308847,0.937240988
ENSG00000153339,TRAPPC8,0.396396951,0.937240988
ENSG00000168675,LDLRAD4,0.396601589,0.937240988
ENSG00000186212,SOWAHB,0.396606074,0.937240988
ENSG00000160679,CHTOP,0.396612024,0.937240988
ENSG00000186577,C6orf1,0.396634957,0.937240988
ENSG00000164296,TIGD6,0.396662723,0.937240988
ENSG00000115602,IL1RL1,0.396703371,0.937240988
ENSG00000106683,LIMK1,0.396704599,0.937240988
ENSG00000229589,ACVR2B-AS1,0.396762395,0.937240988
ENSG00000155961,RAB39B,0.396870702,0.937240988
ENSG00000180219,FAM71C,0.396884041,0.937240988
ENSG00000111254,AKAP3,0.396888339,0.937240988
ENSG00000044446,PHKA2,0.396967751,0.937240988
ENSG00000068394,GPKOW,0.396989589,0.937240988
ENSG00000172586,CHCHD1,0.397046811,0.937240988
ENSG00000267278,MAP3K14-AS1,0.397234142,0.937240988
ENSG00000228903,RASA4CP,0.397254885,0.937240988
ENSG00000204859,ZBTB48,0.397263174,0.937240988
ENSG00000232626,.,0.397270688,0.937240988
ENSG00000164251,F2RL1,0.397282971,0.937240988
ENSG00000183960,KCNH8,0.397341029,0.937240988
ENSG00000204272,.,0.397410271,0.937240988
ENSG00000123124,WWP1,0.39742716,0.937240988
ENSG00000260163,.,0.397630378,0.937459364
ENSG00000082996,RNF13,0.397646093,0.937459364
ENSG00000198546,ZNF511,0.397691006,0.937459364
ENSG00000099821,POLRMT,0.397801817,0.937586
ENSG00000198081,ZFP161,0.397906638,0.937698481
ENSG00000141391,SLMO1,0.398063177,0.93779656
ENSG00000137070,IL11RA,0.398083597,0.93779656
ENSG00000155749,ALS2CR12,0.398122193,0.93779656
ENSG00000130520,LSM4,0.398176668,0.93779656
ENSG00000110696,C11orf58,0.398275953,0.937895896
ENSG00000242732,RGAG4,0.398422717,0.938047427
ENSG00000114857,NKTR,0.398547587,0.938047427
ENSG00000120727,PAIP2,0.398617792,0.938047427
ENSG00000174963,ZIC4,0.398627483,0.938047427
ENSG00000054392,HHAT,0.398649275,0.938047427
ENSG00000152822,GRM1,0.398692523,0.938047427
ENSG00000164050,PLXNB1,0.398744142,0.938047427
ENSG00000011485,PPP5C,0.398860216,0.938047427
ENSG00000164867,NOS3,0.398867419,0.938047427
ENSG00000091436,.,0.399019762,0.938047427
ENSG00000118762,PKD2,0.399066983,0.938047427
ENSG00000104133,SPG11,0.399153927,0.938047427
ENSG00000175745,NR2F1,0.399213512,0.938047427
ENSG00000248124,RRN3P1,0.399329694,0.938047427
ENSG00000129460,NGDN,0.399543886,0.938047427
ENSG00000160282,FTCD,0.399628618,0.938047427
ENSG00000156983,BRPF1,0.399706899,0.938047427
ENSG00000100154,TTC28,0.399769304,0.938047427
ENSG00000100647,KIAA0247,0.399842081,0.938047427
ENSG00000145912,NHP2,0.399845676,0.938047427
ENSG00000179144,GIMAP7,0.399867828,0.938047427
ENSG00000152193,RNF219,0.399880499,0.938047427
ENSG00000185009,AP3M1,0.399889538,0.938047427
ENSG00000129911,KLF16,0.399927293,0.938047427
ENSG00000139146,FAM60A,0.400021132,0.938047427
ENSG00000163659,TIPARP,0.400054851,0.938047427
ENSG00000073910,FRY,0.400121954,0.938047427
ENSG00000103342,GSPT1,0.400137883,0.938047427
ENSG00000074800,ENO1,0.400139724,0.938047427
ENSG00000114331,ACAP2,0.400256476,0.938047427
ENSG00000224081,.,0.400273486,0.938047427
ENSG00000185924,RTN4RL1,0.400306694,0.938047427
ENSG00000134684,YARS,0.400376981,0.938047427
ENSG00000136240,KDELR2,0.400483872,0.938047427
ENSG00000224795,.,0.400555773,0.938047427
ENSG00000215142,.,0.400582107,0.938047427
ENSG00000064989,CALCRL,0.40069613,0.938047427
ENSG00000117335,CD46,0.400762963,0.938047427
ENSG00000144357,UBR3,0.400824137,0.938047427
ENSG00000137656,BUD13,0.400896229,0.938047427
ENSG00000136950,ARPC5L,0.400927063,0.938047427
ENSG00000135842,FAM129A,0.400973373,0.938047427
ENSG00000233355,CHRM3-AS2,0.400996315,0.938047427
ENSG00000151491,EPS8,0.401012043,0.938047427
ENSG00000120253,NUP43,0.401039284,0.938047427
ENSG00000010017,RANBP9,0.401139071,0.938047427
ENSG00000104361,NIPAL2,0.401145635,0.938047427
ENSG00000225278,.,0.401176679,0.938047427
ENSG00000024048,UBR2,0.401178648,0.938047427
ENSG00000166263,STXBP4,0.401286864,0.938047427
ENSG00000189046,ALKBH2,0.401302866,0.938047427
ENSG00000213719,CLIC1,0.401422615,0.938047427
ENSG00000170214,ADRA1B,0.401446294,0.938047427
ENSG00000183473,SSTR3,0.401487807,0.938047427
ENSG00000150779,TIMM8B,0.401553144,0.938047427
ENSG00000165731,RET,0.401603359,0.938047427
ENSG00000170458,CD14,0.401869108,0.938047427
ENSG00000119121,TRPM6,0.401878378,0.938047427
ENSG00000131462,TUBG1,0.40198841,0.938047427
ENSG00000082196,C1QTNF3,0.402034394,0.938047427
ENSG00000068650,ATP11A,0.402193793,0.938047427
ENSG00000159579,RSPRY1,0.402199201,0.938047427
ENSG00000015676,NUDCD3,0.402260492,0.938047427
ENSG00000118515,SGK1,0.402283344,0.938047427
ENSG00000159208,C1orf51,0.40230338,0.938047427
ENSG00000170425,ADORA2B,0.402406864,0.938047427
ENSG00000151470,C4orf33,0.402415288,0.938047427
ENSG00000172159,FRMD3,0.402441295,0.938047427
ENSG00000184675,FAM123B,0.402464172,0.938047427
ENSG00000222024,.,0.402485419,0.938047427
ENSG00000131885,KRT17P1,0.402501507,0.938047427
ENSG00000143499,SMYD2,0.402533504,0.938047427
ENSG00000196967,ZNF585A,0.402542428,0.938047427
ENSG00000131469,RPL27,0.402576278,0.938047427
ENSG00000196109,ZNF676,0.402624144,0.938047427
ENSG00000179978,.,0.402771073,0.938195458
ENSG00000147400,CETN2,0.402838561,0.938195458
ENSG00000002746,HECW1,0.402948956,0.938195458
ENSG00000107829,FBXW4,0.402963712,0.938195458
ENSG00000178913,TAF7,0.402974514,0.938195458
ENSG00000107140,TESK1,0.403084551,0.938195458
ENSG00000151422,FER,0.403240812,0.938195458
ENSG00000258839,MC1R,0.403256627,0.938195458
ENSG00000139200,PIANP,0.403282971,0.938195458
ENSG00000140987,ZNF434,0.403628374,0.938195458
ENSG00000102858,MGRN1,0.403656188,0.938195458
ENSG00000146425,DYNLT1,0.403792666,0.938195458
ENSG00000186648,LRRC16B,0.403853072,0.938195458
ENSG00000160214,RRP1,0.403875694,0.938195458
ENSG00000099958,DERL3,0.4039326,0.938195458
ENSG00000117010,ZNF684,0.403948255,0.938195458
ENSG00000134278,SPIRE1,0.40395791,0.938195458
ENSG00000066926,FECH,0.404071368,0.938195458
ENSG00000178726,THBD,0.404072563,0.938195458
ENSG00000197934,.,0.404081688,0.938195458
ENSG00000198055,GRK6,0.404101147,0.938195458
ENSG00000260114,.,0.404109852,0.938195458
ENSG00000198700,IPO9,0.404161485,0.938195458
ENSG00000228486,.,0.404192644,0.938195458
ENSG00000119242,CCDC92,0.404203775,0.938195458
ENSG00000156170,NDUFAF6,0.404220818,0.938195458
ENSG00000214211,CTAGE14P,0.404236518,0.938195458
ENSG00000253726,.,0.404344262,0.938195458
ENSG00000183036,PCP4,0.404344362,0.938195458
ENSG00000143384,MCL1,0.404469654,0.9382395
ENSG00000167995,BEST1,0.404477602,0.9382395
ENSG00000069966,GNB5,0.404627476,0.938454603
ENSG00000108370,RGS9,0.404800018,0.93872221
ENSG00000242125,SNHG3,0.404925847,0.938881433
ENSG00000124783,SSR1,0.405030527,0.938948753
ENSG00000269693,.,0.405162897,0.938948753
ENSG00000105193,RPS16,0.405183683,0.938948753
ENSG00000167554,ZNF610,0.40521531,0.938948753
ENSG00000160808,MYL3,0.405240745,0.938948753
ENSG00000054356,PTPRN,0.405411915,0.939000533
ENSG00000255837,TAS2R20,0.405530475,0.939000533
ENSG00000187695,.,0.405570217,0.939000533
ENSG00000135094,SDS,0.40572735,0.939000533
ENSG00000155666,KDM8,0.405747187,0.939000533
ENSG00000078699,CBFA2T2,0.405756782,0.939000533
ENSG00000198130,HIBCH,0.405776488,0.939000533
ENSG00000139990,DCAF5,0.405902825,0.939000533
ENSG00000157873,TNFRSF14,0.405915205,0.939000533
ENSG00000181722,ZBTB20,0.40594632,0.939000533
ENSG00000148053,NTRK2,0.405964994,0.939000533
ENSG00000147854,UHRF2,0.40599078,0.939000533
ENSG00000132849,INADL,0.40605196,0.939000533
ENSG00000167604,NFKBID,0.4061163,0.939000533
ENSG00000131951,LRRC9,0.40614019,0.939000533
ENSG00000198547,C20orf203,0.406213044,0.939000533
ENSG00000118160,SLC8A2,0.406266403,0.939000533
ENSG00000236830,CBR3-AS1,0.406331656,0.939000533
ENSG00000153560,UBP1,0.406349436,0.939000533
ENSG00000251158,.,0.406461588,0.939127554
ENSG00000003147,ICA1,0.406576385,0.93924197
ENSG00000177842,ZNF620,0.406744605,0.93924197
ENSG00000260641,.,0.406775834,0.93924197
ENSG00000204262,COL5A2,0.406906076,0.93924197
ENSG00000100889,PCK2,0.40702178,0.93924197
ENSG00000165349,SLC7A3,0.407131087,0.93924197
ENSG00000197372,ZNF675,0.407203569,0.93924197
ENSG00000232677,LINC00665,0.407221646,0.93924197
